,Artist,Song,Duration(ms),Year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
644,Lil Wayne ,She Will,305840,2011,0.364,0.841,8,-4.831,0.119,0.000402,0.0,0.242,0.0837,100.14
645,Thompson Square,Are You Gonna Kiss Me Or Not,184920,2011,0.485,0.701,8,-3.807,0.0288,0.039,0.0,0.0977,0.613,151.948
646,Neon Trees,Animal,212293,2011,0.482,0.833,5,-5.611,0.0449,0.000346,0.0,0.365,0.74,148.039
647,Kenny Chesney ,You And Tequila,242840,2011,0.691,0.454,6,-9.13,0.0256,0.437,0.00227,0.0783,0.35,135.839
648,Zac Brown Band,Colder Weather,273893,2011,0.667,0.381,3,-7.494,0.0294,0.458,0.0,0.116,0.199,135.979
649,Big Sean ,My Last,254120,2011,0.387,0.773,8,-5.685,0.17,0.098,0.0,0.209,0.368,78.629
650,Gotye ,Somebody That I Used To Know,244973,2012,0.864,0.495,0,-7.036,0.037,0.591,0.000133,0.0992,0.72,129.062
651,Carly Rae Jepsen,Call Me Maybe,193400,2012,0.783,0.58,7,-6.548,0.0408,0.0114,2.28e-06,0.108,0.66,120.021
652,fun. ,We Are Young,250627,2012,0.378,0.638,10,-5.576,0.075,0.02,7.66e-05,0.0849,0.735,184.086
653,Maroon 5 ,Payphone,231387,2012,0.739,0.756,4,-4.828,0.0394,0.0136,0.0,0.37,0.523,110.028
654,Ellie Goulding,Lights,211800,2012,0.683,0.789,8,-6.132,0.0353,0.0283,0.0492,0.112,0.809,120.013
655,The Wanted,Glad You Came,198187,2012,0.61,0.841,7,-4.579,0.0692,0.056,9.85e-06,0.118,0.431,126.889
656,Kelly Clarkson,Stronger (What Doesn't Kill You),221947,2012,0.562,0.939,0,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044
657,Rihanna ,We Found Love,215227,2012,0.734,0.766,1,-4.485,0.0383,0.025,0.00138,0.108,0.6,127.986
658,Nicki Minaj,Starships,210627,2012,0.747,0.716,11,-2.457,0.075,0.135,0.0,0.251,0.751,125.008
659,One Direction,What Makes You Beautiful,199987,2012,0.726,0.787,4,-2.494,0.0738,0.009,0.0,0.0596,0.888,124.989
660,Flo Rida ,Wild Ones,232947,2012,0.608,0.86,5,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075
661,Adele,Set Fire To The Rain,241693,2012,0.61,0.683,2,-3.879,0.0253,0.00382,1.79e-06,0.125,0.466,108.003
662,LMFAO,Sexy And I Know It,199480,2012,0.707,0.861,7,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
663,fun.,Some Nights,277040,2012,0.672,0.738,0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938
664,Katy Perry,Wide Awake,220947,2012,0.514,0.683,5,-5.099,0.0367,0.0749,2.64e-06,0.392,0.575,159.814
665,Flo Rida,Good Feeling,248133,2012,0.706,0.89,1,-4.444,0.0688,0.0588,0.00286,0.306,0.684,128.011
666,Flo Rida,Whistle,224653,2012,0.747,0.937,0,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976
667,Maroon 5,One More Night,219467,2012,0.718,0.82,5,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998
668,Train,Drive By,195973,2012,0.765,0.837,1,-3.113,0.032,0.00107,1.06e-05,0.0801,0.721,122.028
669,Drake ,The Motto,181573,2012,0.766,0.442,1,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8
670,Rihanna,Where Have You Been,242680,2012,0.719,0.847,0,-6.34,0.0916,0.00201,0.0204,0.221,0.444,127.963
671,Neon Trees,Everybody Talks,177280,2012,0.471,0.924,8,-3.906,0.0586,0.00301,0.0,0.313,0.725,154.961
672,Drake ,Take Care,277387,2012,0.629,0.515,0,-10.358,0.265,0.0267,1.22e-05,0.0888,0.299,121.845
673,David Guetta ,Titanium,245040,2012,0.604,0.787,0,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062
674,Jason Mraz,I Won't Give Up,240166,2012,0.585,0.303,4,-10.058,0.0398,0.694,0.0,0.115,0.142,136.703
675,Bruno Mars,It Will Rain,257720,2012,0.576,0.835,2,-6.826,0.0486,0.337,0.0,0.082,0.476,150.017
676,"Kanye West, Big Sean, Pusha T, 2 Chainz",Mercy,329320,2012,0.563,0.496,6,-9.381,0.405,0.0679,5.61e-05,0.173,0.424,140.001
677,Justin Bieber,Boyfriend,171333,2012,0.717,0.55,10,-6.019,0.0521,0.0358,0.00196,0.126,0.332,96.976
678,LMFAO ,Party Rock Anthem,262173,2012,0.75,0.727,5,-4.21,0.142,0.0189,0.0,0.266,0.359,129.993
679,Alex Clare,Too Close,256560,2012,0.584,0.712,11,-4.311,0.0395,0.0112,1.05e-06,0.114,0.286,126.043
680,Katy Perry,Part Of Me,216160,2012,0.678,0.918,5,-4.63,0.0355,0.000417,0.0,0.0744,0.769,130.028
681,Snoop Dogg & Wiz Khalifa ,"Young, Wild & Free",207333,2012,0.715,0.655,0,-6.425,0.137,0.0525,0.0,0.115,0.531,95.078
682,Taylor Swift,We Are Never Ever Getting Back Together,191880,2012,0.628,0.676,7,-5.911,0.0916,0.00957,2.65e-05,0.102,0.75,85.984
683,Justin Bieber ,As Long As You Love Me,229467,2012,0.571,0.873,0,-3.382,0.0997,0.0807,0.0,0.361,0.613,139.691
684,David Guetta ,Turn Me On,199680,2012,0.704,0.793,8,-2.266,0.0591,0.0488,0.0,0.575,0.412,127.96
685,Maroon 5 ,Moves Like Jagger,201160,2012,0.722,0.758,11,-4.477,0.0471,0.0111,0.0,0.308,0.62,128.047
686,P!nk,Blow Me (One Last Kiss),255587,2012,0.597,0.919,7,-2.954,0.044,0.000145,0.0,0.282,0.73,113.987
687,Demi Lovato,Give Your Heart A Break,205347,2012,0.651,0.695,6,-3.218,0.0487,0.23,0.0,0.144,0.569,123.008
688,Jay Z Kanye West,Ni**as in Paris,219320,2012,0.757,0.882,1,-6.125,0.248,0.0763,0.0,0.251,0.684,140.047
689,Katy Perry,The One That Got Away,227333,2012,0.687,0.792,1,-4.023,0.0353,0.000802,0.0,0.2,0.864,133.962
690,Calvin Harris,Feel So Close,206413,2012,0.707,0.924,7,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937
691,Adele,Someone Like You,285040,2012,0.559,0.33,9,-8.251,0.0285,0.892,0.0,0.0975,0.285,135.109
692,Usher,Scream,234693,2012,0.616,0.862,7,-5.18,0.0973,0.00117,0.0,0.179,0.569,127.992
693,Tyga,Rack City,203200,2012,0.929,0.339,1,-10.881,0.371,0.0373,1.96e-05,0.187,0.273,98.986
694,Jessie J,Domino,231693,2012,0.757,0.547,7,-4.573,0.0355,0.0115,0.0,0.0445,0.793,126.977
695,PSY,Gangnam Style,219493,2012,0.727,0.937,11,-2.871,0.287,0.00417,0.0,0.091,0.749,132.067
696,Pitbull ,International Love,227280,2012,0.669,0.855,0,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.045
697,Phillip Phillips,Home,210173,2012,0.606,0.826,0,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04
698,David Guetta ,Without You,208133,2012,0.608,0.614,2,-3.727,0.0285,0.227,4.06e-06,0.157,0.402,127.884
699,Gym Class Heroes ,Ass Back Home,222213,2012,0.716,0.838,10,-4.289,0.0513,0.134,0.0,0.148,0.646,130.034
700,Hunter Hayes,Wanted,228840,2012,0.421,0.476,0,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784
701,Luke Bryan,Drunk On You,213547,2012,0.558,0.872,9,-4.401,0.0449,0.178,0.0,0.173,0.472,143.971
702,2 Chainz ,No Lie,237827,2012,0.634,0.665,6,-5.984,0.176,0.0172,0.0,0.365,0.611,131.108
703,Cher Lloyd,Want U Back,214573,2012,0.694,0.891,9,-2.94,0.0949,0.0562,0.0,0.561,0.563,97.939
704,Big Sean ,Dance (A$$),220347,2012,0.821,0.721,11,-6.807,0.292,0.0263,0.000661,0.215,0.698,79.949
705,Eric Church,Springsteen,263387,2012,0.692,0.809,2,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023
706,Karmin,Brokenhearted,227147,2012,0.765,0.765,1,-2.732,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001
707,Gavin DeGraw,Not Over You,218520,2012,0.63,0.894,10,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051
708,Gym Class Heroes ,Stereo Hearts,210960,2012,0.646,0.795,9,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99
709,Pitbull,Back In Time,207760,2012,0.729,0.911,0,-4.5,0.045,0.00205,1.39e-06,0.295,0.74,127.087
710,J. Cole,Work Out,235320,2012,0.831,0.427,2,-6.903,0.106,0.0531,0.0,0.307,0.216,93.004
711,Adele,Rumour Has It,221427,2012,0.618,0.753,7,-5.05,0.0451,0.637,0.0,0.0905,0.557,120.041
712,Carrie Underwood,Good Girl,205560,2012,0.617,0.839,0,-2.849,0.0655,0.0286,0.0,0.19,0.741,128.91
713,Little Big Town,Pontoon,212320,2012,0.721,0.819,9,-5.715,0.0269,0.413,0.0,0.196,0.867,96.02
714,The Lumineers,Ho Hey,163133,2012,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936
715,Coldplay,Paradise,278719,2012,0.449,0.585,5,-6.762,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627
716,Carrie Underwood,Blown Away,240133,2012,0.531,0.843,9,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991
717,Adele,Rolling In The Deep,228293,2012,0.729,0.756,8,-5.119,0.0294,0.131,0.0,0.0527,0.522,104.945
718,Usher,Climax,232907,2012,0.647,0.478,8,-8.837,0.0782,0.547,2.69e-05,0.156,0.333,135.877
719,Wiz Khalifa,"Work Hard, Play Hard",219027,2012,0.787,0.666,11,-4.475,0.0485,0.0409,1.91e-05,0.296,0.485,140.008
720,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251627,2012,0.658,0.677,5,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91
721,Nicki Minaj,Pound The Alarm,205640,2012,0.728,0.858,9,-3.686,0.0609,0.0403,4.26e-06,0.0241,0.591,125.054
722,Kenny Chesney,Come Over,248427,2012,0.466,0.704,1,-7.169,0.0353,0.1,2.71e-05,0.0744,0.481,176.043
723,Trey Songz,Heart Attack,233147,2012,0.608,0.863,11,-4.87,0.131,0.0593,0.0,0.228,0.476,150.029
724,Kirko Bangz,Drank In My Cup,232160,2012,0.451,0.632,8,-7.98,0.297,0.0114,0.0,0.198,0.234,132.89
725,Rihanna ,Birthday Cake,78200,2012,0.702,0.826,3,-6.498,0.0529,0.32,0.000227,0.355,0.329,80.014
726,B.o.B,So Good,213253,2012,0.66,0.9,7,-5.02,0.14,0.0403,0.0,0.219,0.591,85.51
727,Train,50 Ways To Say Goodbye,247947,2012,0.591,0.935,6,-2.664,0.0478,0.000284,0.000278,0.142,0.736,140.043
728,Toby Keith,Red Solo Cup,223387,2012,0.535,0.56,4,-6.586,0.0901,0.287,0.0,0.209,0.785,164.17
729,Selena Gomez & The Scene,Love You Like A Love Song,188453,2012,0.858,0.678,1,-3.87,0.0469,0.0761,0.0,0.0741,0.922,117.009
730,Chris Brown,Turn Up The Music,227973,2012,0.594,0.841,1,-5.792,0.102,0.000238,2.22e-06,0.156,0.643,129.925
731,T-Pain ,5 O'Clock,281533,2012,0.4,0.882,7,-1.958,0.334,0.168,0.0,0.124,0.385,167.114
732,Christina Perri,A Thousand Years,285120,2012,0.421,0.407,10,-7.445,0.0267,0.309,0.000961,0.11,0.161,139.028
733,Jason Aldean,Take A Little Ride,187613,2012,0.472,0.866,2,-3.771,0.0413,0.044,0.0,0.213,0.775,163.867
734,Rihanna,You Da One,200013,2012,0.702,0.715,5,-5.377,0.0425,0.503,2.44e-05,0.126,0.863,127.05
735,Havana Brown ,We Run The Night,228200,2012,0.697,0.861,9,-4.389,0.144,0.00482,1.83e-06,0.41,0.703,127.023
736,Imagine Dragons,It's Time,187244,2012,0.751,0.825,7,-2.862,0.0362,0.0689,0.00259,0.25,0.575,117.019
737,Ca$h Out,Cashin' Out,238760,2012,0.831,0.665,1,-3.627,0.0711,0.149,0.0,0.0636,0.663,129.989
738,Luke Bryan,I Don't Want This Night To End,219973,2012,0.616,0.728,9,-4.02,0.0278,0.0275,0.0,0.228,0.375,111.934
739,Rihanna,Diamonds,225147,2012,0.564,0.71,11,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972
740,Lee Brice,Hard To Love,224293,2012,0.638,0.722,9,-6.177,0.0332,0.0119,0.00808,0.189,0.469,103.017
741,Kip Moore,Somethin' 'Bout A Truck,213827,2012,0.557,0.812,11,-5.434,0.0338,0.0662,0.0,0.618,0.788,175.953
742,Miguel,Adorn,193147,2012,0.625,0.576,11,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063
743,Jason Aldean,Fly Over States,218200,2012,0.487,0.736,7,-3.269,0.0326,0.069,0.0,0.114,0.184,81.587
744,Eli Young Band,Even If It Breaks Your Heart,220520,2012,0.495,0.527,0,-4.742,0.0351,0.000159,0.0163,0.1,0.574,208.067
745,Linkin Park,Burn It Down,230253,2012,0.585,0.972,9,-4.45,0.0534,0.0143,0.0,0.0707,0.585,110.006
746,Macklemore & Ryan Lewis ,Thrift Shop,235613,2013,0.781,0.526,6,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992
747,Robin Thicke ,Blurred Lines,263827,2013,0.853,0.599,7,-4.756,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993
748,Imagine Dragons,Radioactive,186813,2013,0.448,0.784,9,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245
749,Baauer,Harlem Shake,196664,2013,0.452,0.794,0,-5.151,0.0483,0.0111,0.00182,0.416,0.282,137.825
750,Justin Timberlake,Mirrors,484147,2013,0.574,0.512,5,-6.664,0.0503,0.234,0.0,0.0946,0.512,76.899
751,P!nk ,Just Give Me A Reason,242733,2013,0.778,0.547,2,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002
752,Bruno Mars,When I Was Your Man,213827,2013,0.612,0.28,0,-8.648,0.0434,0.932,0.0,0.088,0.387,72.795
753,Florida Georgia Line ,Cruise,208960,2013,0.457,0.948,10,-3.364,0.0354,0.0191,0.0,0.0536,0.878,148.0
754,Katy Perry,Roar,223546,2013,0.554,0.772,7,-4.821,0.0418,0.00487,6.6e-06,0.354,0.455,179.984
755,Bruno Mars,Locked Out Of Heaven,233478,2013,0.726,0.698,5,-4.165,0.0431,0.049,0.0,0.309,0.867,143.994
756,The Lumineers,Ho Hey,163133,2013,0.685,0.466,0,-9.074,0.0304,0.794,2.06e-06,0.0915,0.353,79.936
757,Rihanna ,Stay,240707,2013,0.621,0.31,9,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893
758,Daft Punk ,Get Lucky,248413,2013,0.794,0.811,6,-8.966,0.038,0.0426,1.07e-06,0.101,0.862,116.047
759,Lorde,Royals,190185,2013,0.674,0.428,7,-9.504,0.122,0.121,0.0,0.132,0.337,84.878
760,Taylor Swift,I Knew You Were Trouble.,217973,2013,0.622,0.469,3,-6.798,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019
761,Miley Cyrus,We Can't Stop,231240,2013,0.613,0.622,1,-5.794,0.0334,0.00882,0.0,0.37,0.484,80.003
762,Miley Cyrus,Wrecking Ball,221360,2013,0.53,0.422,5,-6.262,0.0342,0.407,0.0,0.107,0.349,119.964
763,Avicii,Wake Me Up!,247427,2013,0.532,0.783,2,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08
764,Justin Timberlake ,Suit & Tie,326280,2013,0.795,0.596,11,-3.799,0.219,0.103,0.0,0.164,0.357,101.985
765,Anna Kendrick,Cups (Pitch Perfect's When I'm Gone),128013,2013,0.878,0.455,0,-8.845,0.077,0.0462,0.00484,0.0353,0.79,129.953
766,will.i.am & Britney Spears,Scream & Shout,283400,2013,0.772,0.685,5,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033
767,Zedd ,Clarity,271427,2013,0.509,0.781,8,-3.48,0.072,0.0398,0.0,0.0749,0.176,128.0
768,AWOLNATION,Sail,259102,2013,0.825,0.435,1,-9.582,0.0568,0.452,0.609,0.0953,0.243,119.038
769,Rihanna,Diamonds,225147,2013,0.564,0.71,11,-4.92,0.0461,0.00125,0.0,0.109,0.393,91.972
770,Icona Pop ,I Love It,157153,2013,0.711,0.906,8,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
771,Capital Cities,Safe And Sound,192790,2013,0.655,0.819,0,-4.852,0.0316,0.000176,0.00374,0.104,0.766,117.956
772,Bruno Mars,Treasure,178560,2013,0.874,0.692,5,-5.28,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
773,Ariana Grande ,The Way,227027,2013,0.645,0.877,5,-3.208,0.113,0.294,0.0,0.0759,0.861,82.324
774,Drake,Started From The Bottom,174133,2013,0.794,0.522,8,-7.829,0.159,0.0328,0.0,0.156,0.567,86.318
775,Selena Gomez,Come & Get It,231987,2013,0.546,0.787,7,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979
776,Drake ,"Hold On, We're Going Home",227880,2013,0.776,0.413,6,-7.438,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003
777,Maroon 5,Daylight,225307,2013,0.657,0.679,2,-5.511,0.0269,0.00246,0.0,0.211,0.331,120.007
778,Pitbull ,Feel This Moment,229507,2013,0.673,0.758,7,-3.632,0.158,0.039,0.0,0.341,0.542,135.956
779,Lady Gaga,Applause,212333,2013,0.669,0.78,7,-4.287,0.053,0.0265,1.63e-06,0.143,0.738,139.945
780,Maroon 5,One More Night,219467,2013,0.718,0.82,5,-3.453,0.0323,0.0444,0.0,0.0846,0.613,92.998
781,Lil Wayne ,Love Me,253440,2013,0.674,0.608,8,-6.628,0.0334,0.0119,0.0,0.103,0.464,124.952
782,Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186827,2013,0.558,0.924,9,-4.341,0.064,0.0271,3.32e-06,0.537,0.567,151.99
783,A$AP Rocky ,F**kin Problems,233787,2013,0.852,0.693,1,-6.87,0.274,0.024,0.0,0.11,0.66,95.967
784,Justin Bieber ,Beauty And A Beat,227987,2013,0.601,0.843,0,-4.87,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002
785,Macklemore & Ryan Lewis ,Same Love,318525,2013,0.688,0.473,8,-9.059,0.167,0.716,4.46e-05,0.104,0.299,84.958
786,Calvin Harris ,Sweet Nothing,212560,2013,0.573,0.929,8,-3.942,0.109,0.197,0.000112,0.0567,0.582,127.934
787,Phillip Phillips,Home,210173,2013,0.606,0.826,0,-6.04,0.0307,0.0256,1.56e-05,0.117,0.322,121.04
788,Imagine Dragons,It's Time,187244,2013,0.751,0.825,7,-2.862,0.0362,0.0689,0.00259,0.25,0.575,117.019
789,J. Cole ,Power Trip,241160,2013,0.667,0.61,1,-7.054,0.217,0.322,0.000203,0.426,0.465,99.991
790,Alicia Keys ,Girl On Fire,224920,2013,0.482,0.706,9,-5.762,0.0609,0.135,0.00106,0.105,0.144,92.494
791,Demi Lovato,Heart Attack,210840,2013,0.504,0.785,8,-4.802,0.104,0.0738,0.0,0.239,0.502,173.968
792,Maroon 5,Love Somebody,229813,2013,0.675,0.792,1,-6.303,0.0368,0.145,0.0,0.12,0.395,120.016
793,Mumford & Sons,I Will Wait,276720,2013,0.48,0.756,1,-5.399,0.0333,0.00993,0.00704,0.312,0.447,131.127
794,P!nk,Try,247907,2013,0.673,0.629,2,-7.072,0.0299,0.00141,0.0,0.0944,0.551,103.998
795,Darius Rucker,Wagon Wheel,298373,2013,0.537,0.66,9,-7.174,0.0296,0.455,0.0,0.135,0.574,148.096
796,PSY,Gangnam Style,219493,2013,0.727,0.937,11,-2.871,0.287,0.00417,0.0,0.091,0.749,132.067
797,Calvin Harris ,I Need Your Love,234507,2013,0.695,0.869,8,-5.066,0.0483,0.41,0.0,0.237,0.58,124.989
798,fun.,Some Nights,277040,2013,0.672,0.738,0,-7.045,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938
799,Wale ,Bad,238827,2013,0.807,0.702,6,-6.594,0.0748,0.307,0.0,0.111,0.447,114.038
800,Blake Shelton ,Boys 'round Here,288760,2013,0.611,0.688,2,-6.369,0.0529,0.251,2.35e-06,0.248,0.649,169.895
801,Phillip Phillips,"Gone, Gone, Gone",209693,2013,0.664,0.642,6,-5.961,0.038,0.129,0.0,0.114,0.501,118.002
802,Imagine Dragons,Demons,175200,2013,0.505,0.71,3,-3.015,0.0321,0.19,0.00025,0.329,0.428,89.938
803,OneRepublic,Counting Stars,257840,2013,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017
804,Flo Rida,I Cry,223800,2013,0.693,0.822,4,-5.441,0.0439,0.00616,1.79e-06,0.315,0.763,126.035
805,Of Monsters And Men,Little Talks,266600,2013,0.446,0.757,1,-5.177,0.0322,0.0206,0.0,0.146,0.421,102.88
806,Jason Derulo,The Other Side,226987,2013,0.561,0.836,9,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923
807,Eminem,Berzerk,238746,2013,0.739,0.872,11,-4.059,0.333,0.0217,0.0,0.26,0.684,95.084
808,Kelly Clarkson,Catch My Breath,250387,2013,0.692,0.908,9,-5.364,0.0677,0.0251,0.0,0.0933,0.513,124.042
809,Luke Bryan,Crash My Party,234760,2013,0.526,0.816,7,-4.009,0.0421,0.0285,0.0,0.22,0.414,144.032
810,Rihanna,Pour It Up,161200,2013,0.785,0.478,2,-8.735,0.0419,0.0254,0.0,0.0901,0.39,134.002
811,Taylor Swift,22,230133,2013,0.658,0.729,7,-6.561,0.0378,0.00215,0.0013,0.0752,0.668,104.007
812,Hunter Hayes,I Want Crazy,236865,2013,0.562,0.878,8,-4.806,0.0387,0.0539,0.0,0.112,0.558,103.029
813,Ylvis,The Fox,213708,2013,0.703,0.867,6,-4.292,0.0453,0.107,0.0,0.119,0.546,128.008
814,One Direction,Best Song Ever,200107,2013,0.652,0.877,1,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491
815,Ed Sheeran,The A Team,258373,2013,0.642,0.289,9,-9.918,0.0367,0.669,0.0,0.18,0.407,84.996
816,fun.,Carry On,278373,2013,0.388,0.694,5,-5.769,0.0735,0.118,0.000293,0.082,0.365,145.434
817,Kendrick Lamar,Swimming Pools (Drank),247800,2013,0.577,0.447,8,-5.892,0.277,0.00627,0.00022,0.0899,0.189,74.236
818,Blake Shelton,Sure Be Cool If You Did,215720,2013,0.576,0.726,11,-4.625,0.035,0.255,0.0,0.108,0.582,136.802
819,Mariah Carey ,#Beautiful,199867,2013,0.677,0.749,4,-5.405,0.0391,0.346,0.0,0.347,0.469,107.042
820,Olly Murs ,Troublemaker,185200,2013,0.761,0.856,0,-3.65,0.0731,0.02,0.0,0.149,0.967,106.009
821,Ciara,Body Party,234040,2013,0.577,0.576,2,-6.299,0.0563,0.0143,0.0,0.602,0.12,133.973
822,Miguel,Adorn,193147,2013,0.625,0.576,11,-5.693,0.175,0.0543,4.07e-05,0.187,0.235,179.063
823,The Script ,Hall Of Fame,202533,2013,0.421,0.873,10,-4.343,0.0565,0.0653,0.0,0.123,0.63,84.803
824,Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251627,2013,0.658,0.677,5,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91
825,Rocko ,U.O.E.N.O.,260276,2013,0.422,0.641,10,-4.947,0.323,0.422,0.0,0.317,0.654,187.027
826,Emeli Sande,Next To Me,196867,2013,0.674,0.81,7,-5.117,0.0378,0.0923,4.74e-05,0.11,0.391,94.995
827,Thomas Rhett,It Goes Like This,186080,2013,0.543,0.837,11,-6.448,0.0608,0.117,0.0,0.0872,0.506,168.056
828,Ace Hood ,Bugatti,269267,2013,0.6,0.592,1,-4.947,0.0545,0.0191,0.0,0.0955,0.0663,130.205
829,Hunter Hayes,Wanted,228840,2013,0.421,0.476,0,-7.692,0.0298,0.268,0.0,0.0816,0.3,169.784
830,Lady Antebellum,Downtown,195867,2013,0.532,0.825,9,-5.287,0.0468,0.18,0.0,0.296,0.96,169.961
831,Florida Georgia Line,Get Your Shine On,222013,2013,0.497,0.927,0,-4.52,0.0371,0.00286,1.26e-06,0.413,0.607,96.991
832,will.i.am ,#thatPOWER,279507,2013,0.797,0.608,6,-6.096,0.0583,0.00112,7.66e-05,0.0748,0.403,128.0
833,Sara Bareilles,Brave,220573,2013,0.551,0.836,10,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063
834,Passenger,Let Her Go,252733,2013,0.479,0.545,7,-7.346,0.0688,0.365,0.0,0.0963,0.244,74.897
835,Randy Houser,Runnin' Outta Moonlight,193773,2013,0.526,0.801,2,-3.717,0.0393,0.0354,3.17e-06,0.0637,0.769,172.024
836,Paramore,Still Into You,216013,2013,0.602,0.923,5,-3.763,0.044,0.0098,0.0,0.0561,0.765,136.01
837,Pharrell Williams,Happy,232720,2014,0.647,0.822,5,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019
838,Katy Perry ,Dark Horse,215672,2014,0.645,0.585,6,-6.122,0.0513,0.00314,0.0,0.165,0.353,131.931
839,John Legend,All Of Me,269560,2014,0.422,0.264,8,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93
840,Iggy Azalea ,Fancy,199938,2014,0.912,0.716,10,-4.141,0.0697,0.0904,0.0,0.0491,0.377,94.981
841,OneRepublic,Counting Stars,257840,2014,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.115,0.477,122.017
842,Jason Derulo ,Talk Dirty,177685,2014,0.76,0.652,6,-7.321,0.232,0.0348,0.0,0.307,0.759,100.315
843,MAGIC!,Rude,224840,2014,0.774,0.756,1,-4.995,0.0389,0.0423,0.0,0.305,0.931,144.032
844,Meghan Trainor,All About That Bass,187920,2014,0.807,0.887,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
845,Ariana Grande ,Problem,193920,2014,0.66,0.805,1,-5.352,0.153,0.0192,8.83e-06,0.159,0.625,103.009
846,Sam Smith,Stay With Me,172724,2014,0.418,0.42,0,-6.444,0.0414,0.588,6.39e-05,0.11,0.184,84.094
847,Pitbull ,Timber,204160,2014,0.581,0.963,11,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992
848,Bastille,Pompeii,214148,2014,0.679,0.715,9,-6.383,0.0407,0.0755,0.0,0.271,0.571,127.435
849,Taylor Swift,Shake It Off,219200,2014,0.648,0.785,7,-5.414,0.165,0.0561,0.0,0.148,0.943,160.02
850,Nico & Vinz,Am I Wrong,247520,2014,0.725,0.68,8,-5.465,0.0306,0.162,2.13e-06,0.158,0.76,119.939
851,DJ Snake & Lil Jon,Turn Down For What,214065,2014,0.728,0.776,9,-4.914,0.0454,0.00501,0.75,0.0893,0.0375,100.011
852,Eminem ,The Monster,250189,2014,0.781,0.853,1,-3.68,0.0715,0.0525,0.0,0.12,0.624,110.049
853,A Great Big World & Christina Aguilera,Say Something,229400,2014,0.453,0.146,2,-8.976,0.0343,0.867,3.49e-06,0.0945,0.0915,137.905
854,Lorde,Team,193059,2014,0.69,0.578,6,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961
855,Passenger,Let Her Go,252733,2014,0.479,0.545,7,-7.346,0.0688,0.365,0.0,0.0963,0.244,74.897
856,Lorde,Royals,190185,2014,0.674,0.428,7,-9.504,0.122,0.121,0.0,0.132,0.337,84.878
857,Idina Menzel,Let It Go,223840,2014,0.541,0.485,8,-6.85,0.031,0.558,0.0,0.12,0.369,136.956
858,Avicii,Wake Me Up!,247427,2014,0.532,0.783,2,-5.697,0.0523,0.0038,0.0012,0.161,0.643,124.08
