,Rank,Song,Artist,Year,Genre
500,3,Don't Let Me Down,The Chainsmokers Featuring Daya,2016,pop
501,4,Stressed Out,twenty one pilots,2016,pop
502,5,I Took A Pill In Ibiza,Mike Posner,2016,pop
503,6,This Is What You Came For,Calvin Harris Featuring Rihanna,2016,pop
504,7,One Dance,Drake Featuring WizKid & Kyla,2016,pop
505,8,Sorry,Justin Bieber,2016,pop
506,9,Ride,twenty one pilots,2016,pop
507,10,Can't Stop The Feeling!,Justin Timberlake,2016,pop
508,11,My House,Flo Rida,2016,pop
509,12,Pillowtalk,Zayn,2016,pop
510,13,Cake By The Ocean,DNCE,2016,pop
511,14,Treat You Better,Shawn Mendes,2016,pop
512,15,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,2016,pop
513,16,Closer,The Chainsmokers Featuring Halsey,2016,pop
514,17,"Me, Myself & I",G-Eazy x Bebe Rexha,2016,pop
515,18,Hello,Adele,2016,pop
516,19,Cold Water,Major Lazer Featuring Justin Bieber & MO,2016,pop
517,20,Same Old Love,Selena Gomez,2016,pop
518,21,Dangerous Woman,Ariana Grande,2016,pop
519,22,7 Years,Lukas Graham,2016,pop
520,23,In The Night,The Weeknd,2016,pop
521,24,Roses,The Chainsmokers Featuring Rozes,2016,pop
522,25,Here,Alessia Cara,2016,pop
523,26,Hands To Myself,Selena Gomez,2016,pop
524,27,Send My Love (To Your New Lover),Adele,2016,pop
525,28,Gold,Kiiara,2016,pop
526,29,Heathens,twenty one pilots,2016,pop
527,30,Never Forget You,Zara Larsson & MNEK,2016,pop
528,31,Let Me Love You,DJ Snake Featuring Justin Bieber,2016,pop
529,32,"Sit Still, Look Pretty",Daya,2016,pop
530,33,Just Like Fire,P!nk,2016,pop
531,34,Close,Nick Jonas Featuring Tove Lo,2016,pop
532,35,Into You,Ariana Grande,2016,pop
533,36,Hide Away,Daya,2016,pop
534,37,On My Mind,Ellie Goulding,2016,pop
535,38,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez,2016,pop
536,39,Let It Go,James Bay,2016,pop
537,40,Never Be Like You,Flume Featuring Kai,2016,pop
538,41,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend,2016,pop
539,42,I Hate U I Love U,gnash Featuring Olivia O'Brien,2016,pop
540,43,Work,Rihanna Featuring Drake,2016,pop
541,44,One Call Away,Charlie Puth,2016,pop
542,45,Stitches,Shawn Mendes,2016,pop
543,46,Too Good,Drake Featuring Rihanna,2016,pop
544,47,No,Meghan Trainor,2016,pop
545,48,Hotline Bling,Drake,2016,pop
546,49,Middle,DJ Snake Featuring Bipolar Sunshine,2016,pop
547,50,Wild Things,Alessia Cara,2016,pop
548,1,Shape Of You,Ed Sheeran,2017,pop
549,2,That's What I Like,Bruno Mars,2017,pop
550,3,Stay,Zedd & Alessia Cara,2017,pop
551,4,There's Nothing Holdin' Me Back,Shawn Mendes,2017,pop
552,5,It Ain't Me,Kygo x Selena Gomez,2017,pop
553,6,Attention,Charlie Puth,2017,pop
554,7,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,2017,pop
555,8,Slow Hands,Niall Horan,2017,pop
556,9,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017,pop
557,10,Scars To Your Beautiful,Alessia Cara,2017,pop
558,11,Something Just Like This,The Chainsmokers & Coldplay,2017,pop
559,12,Strip That Down,Liam Payne Featuring Quavo,2017,pop
560,13,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,2017,pop
561,14,Love On The Brain,Rihanna,2017,pop
562,15,Believer,Imagine Dragons,2017,pop
563,16,Side To Side,Ariana Grande Featuring Nicki Minaj,2017,pop
564,17,I Feel It Coming,The Weeknd Featuring Daft Punk,2017,pop
565,18,Bad Things,Machine Gun Kelly x Camila Cabello,2017,pop
566,19,Issues,Julia Michaels,2017,pop
567,20,Paris,The Chainsmokers,2017,pop
568,21,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017,pop
569,22,Closer,The Chainsmokers Featuring Halsey,2017,pop
570,23,Now Or Never,Halsey,2017,pop
571,24,Say You Won't Let Go,James Arthur,2017,pop
572,25,Mercy,Shawn Mendes,2017,pop
573,26,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,2017,pop
574,27,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2017,pop
575,28,Starboy,The Weeknd Featuring Daft Punk,2017,pop
576,29,Sorry Not Sorry,Demi Lovato,2017,pop
577,30,Feel It Still,Portugal. The Man,2017,pop
578,31,Castle On The Hill,Ed Sheeran,2017,pop
579,32,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2017,pop
580,33,No Promises,Cheat Codes Featuring Demi Lovato,2017,pop
581,34,Starving,Hailee Steinfeld & Grey Featuring Zedd,2017,pop
582,35,24K Magic,Bruno Mars,2017,pop
583,36,Let Me Love You,DJ Snake Featuring Justin Bieber,2017,pop
584,37,Unforgettable,French Montana Featuring Swae Lee,2017,pop
585,38,Cold,Maroon 5 Featuring Future,2017,pop
586,39,Praying,Kesha,2017,pop
587,40,All Time Low,Jon Bellion,2017,pop
588,41,Look What You Made Me Do,Taylor Swift,2017,pop
589,42,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",2017,pop
590,43,Body Like A Back Road,Sam Hunt,2017,pop
591,44,Chained To The Rhythm,Katy Perry Featuring Skip Marley,2017,pop
592,45,What Lovers Do,Maroon 5 Featuring SZA,2017,pop
593,46,This Town,Niall Horan,2017,pop
594,47,What About Us,P!nk,2017,pop
595,48,Down,Marian Hill,2017,pop
596,49,Slide,Calvin Harris Featuring Frank Ocean & Migos,2017,pop
597,50,Water Under The Bridge,Adele,2017,pop
598,1,New Rules,Dua Lipa,2018,pop
599,2,The Middle,"Zedd, Maren Morris & Grey",2018,pop
600,3,Girls Like You,Maroon 5 Featuring Cardi B,2018,pop
601,4,Perfect,Ed Sheeran,2018,pop
602,5,Never Be The Same,Camila Cabello,2018,pop
603,6,Love Lies,Khalid & Normani,2018,pop
604,7,Better Now,Post Malone,2018,pop
605,8,Mine,Bazzi,2018,pop
606,9,Havana,Camila Cabello Featuring Young Thug,2018,pop
607,10,Back To You,Selena Gomez,2018,pop
608,11,Friends,Marshmello & Anne-Marie,2018,pop
609,12,Psycho,Post Malone Featuring Ty Dolla $ign,2018,pop
610,13,Youngblood,5 Seconds Of Summer,2018,pop
611,14,No Tears Left To Cry,Ariana Grande,2018,pop
612,15,Let You Down,NF,2018,pop
613,16,Bad At Love,Halsey,2018,pop
614,17,Meant To Be,Bebe Rexha & Florida Georgia Line,2018,pop
615,18,Delicate,Taylor Swift,2018,pop
616,19,Him & I,G-Eazy & Halsey,2018,pop
617,20,Finesse,Bruno Mars & Cardi B,2018,pop
618,21,I Like It,"Cardi B, Bad Bunny & J Balvin",2018,pop
619,22,I Like Me Better,Lauv,2018,pop
620,23,Pray For Me,The Weeknd & Kendrick Lamar,2018,pop
621,24,Lights Down Low,MAX Featuring gnash,2018,pop
622,25,Wolves,Selena Gomez X Marshmello,2018,pop
623,26,God's Plan,Drake,2018,pop
624,27,God Is A Woman,Ariana Grande,2018,pop
625,28,Wait,Maroon 5,2018,pop
626,29,How Long,Charlie Puth,2018,pop
627,30,In My Blood,Shawn Mendes,2018,pop
628,31,Whatever It Takes,Imagine Dragons,2018,pop
629,32,Rockstar,Post Malone Featuring 21 Savage,2018,pop
630,33,One Kiss,Calvin Harris & Dua Lipa,2018,pop
631,34,Thunder,Imagine Dragons,2018,pop
632,35,In My Feelings,Drake,2018,pop
633,36,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018,pop
634,37,I'm A Mess,Bebe Rexha,2018,pop
635,38,Too Good At Goodbyes,Sam Smith,2018,pop
636,39,Lie,NF,2018,pop
637,40,Good Old Days,Macklemore Featuring Kesha,2018,pop
638,41,Lucid Dreams,Juice WRLD,2018,pop
639,42,What Lovers Do,Maroon 5 Featuring SZA,2018,pop
640,43,IDGAF,Dua Lipa,2018,pop
641,44,Nice For What,Drake,2018,pop
642,45,Happier,Marshmello & Bastille,2018,pop
643,46,End Game,Taylor Swift Featuring Ed Sheeran & Future,2018,pop
644,47,Eastside,"benny blanco, Halsey & Khalid",2018,pop
645,48,Sorry Not Sorry,Demi Lovato,2018,pop
646,49,Drew Barrymore,Bryce Vine,2018,pop
647,50,Natural,Imagine Dragons,2018,pop
648,1,Over My Head (Cable Car),The Fray,2005,adult-pop
649,2,Bad Day,Daniel Powter,2005,adult-pop
650,3,Ever The Same,Rob Thomas,2005,adult-pop
651,4,Unwritten,Natasha Bedingfield,2005,adult-pop
652,5,Black Horse & The Cherry Tree,KT Tunstall,2005,adult-pop
653,6,You're Beautiful,James Blunt,2005,adult-pop
654,7,Photograph,Nickelback,2005,adult-pop
655,8,Savin' Me,Nickelback,2005,adult-pop
656,9,Walk Away,Kelly Clarkson,2005,adult-pop
657,10,Because Of You,Kelly Clarkson,2005,adult-pop
658,11,Crazy,Gnarls Barkley,2005,adult-pop
659,12,Better Days,Goo Goo Dolls,2005,adult-pop
660,13,Waiting On The World To Change,John Mayer,2005,adult-pop
661,14,Move Along,The All-American Rejects,2005,adult-pop
662,15,Right Here,Staind,2005,adult-pop
663,16,Dani California,Red Hot Chili Peppers,2005,adult-pop
664,17,Far Away,Nickelback,2005,adult-pop
665,18,Stay With You,Goo Goo Dolls,2005,adult-pop
666,19,Who Says You Can't Go Home,Bon Jovi,2005,adult-pop
667,20,The Riddle,Five For Fighting,2005,adult-pop
668,21,Upside Down,Jack Johnson,2005,adult-pop
669,22,Chasing Cars,Snow Patrol,2005,adult-pop
670,23,How To Save A Life,The Fray,2005,adult-pop
671,24,You And Me,Lifehouse,2005,adult-pop
672,25,Wake Me Up When September Ends,Green Day,2005,adult-pop
673,26,What Hurts The Most,Rascal Flatts,2005,adult-pop
674,27,Pretty Vegas,INXS,2005,adult-pop
675,28,She Says,Howie Day,2005,adult-pop
676,29,Nothing Left To Lose,Mat Kearney,2005,adult-pop
677,30,"Sugar, We're Goin' Down",Fall Out Boy,2005,adult-pop
678,31,Cab,Train,2005,adult-pop
679,32,Talk,Coldplay,2005,adult-pop
680,33,Lips Of An Angel,Hinder,2005,adult-pop
681,34,Put Your Records On,Corinne Bailey Rae,2005,adult-pop
682,35,Call Me When You're Sober,Evanescence,2005,adult-pop
683,36,The Real Thing,Bo Bice,2005,adult-pop
684,37,Hate Me,Blue October,2005,adult-pop
685,38,High,James Blunt,2005,adult-pop
686,39,What's Left Of Me,Nick Lachey,2005,adult-pop
687,40,For You I Will (Confidence),Teddy Geiger,2005,adult-pop
688,1,Over My Head (Cable Car),The Fray,2006,adult-pop
689,2,Bad Day,Daniel Powter,2006,adult-pop
690,3,Ever The Same,Rob Thomas,2006,adult-pop
691,4,Unwritten,Natasha Bedingfield,2006,adult-pop
692,5,Black Horse & The Cherry Tree,KT Tunstall,2006,adult-pop
693,6,You're Beautiful,James Blunt,2006,adult-pop
694,7,Photograph,Nickelback,2006,adult-pop
695,8,Savin' Me,Nickelback,2006,adult-pop
696,9,Walk Away,Kelly Clarkson,2006,adult-pop
697,10,Because Of You,Kelly Clarkson,2006,adult-pop
698,11,Crazy,Gnarls Barkley,2006,adult-pop
699,12,Better Days,Goo Goo Dolls,2006,adult-pop
700,13,Waiting On The World To Change,John Mayer,2006,adult-pop
701,14,Move Along,The All-American Rejects,2006,adult-pop
702,15,Right Here,Staind,2006,adult-pop
703,16,Dani California,Red Hot Chili Peppers,2006,adult-pop
704,17,Far Away,Nickelback,2006,adult-pop
705,18,Stay With You,Goo Goo Dolls,2006,adult-pop
706,19,Who Says You Can't Go Home,Bon Jovi,2006,adult-pop
707,20,The Riddle,Five For Fighting,2006,adult-pop
708,21,Upside Down,Jack Johnson,2006,adult-pop
709,22,Chasing Cars,Snow Patrol,2006,adult-pop
710,23,How To Save A Life,The Fray,2006,adult-pop
711,24,You And Me,Lifehouse,2006,adult-pop
712,25,Wake Me Up When September Ends,Green Day,2006,adult-pop
713,26,What Hurts The Most,Rascal Flatts,2006,adult-pop
714,27,Pretty Vegas,INXS,2006,adult-pop
715,28,She Says,Howie Day,2006,adult-pop
716,29,Nothing Left To Lose,Mat Kearney,2006,adult-pop
717,30,"Sugar, We're Goin' Down",Fall Out Boy,2006,adult-pop
718,31,Cab,Train,2006,adult-pop
719,32,Talk,Coldplay,2006,adult-pop
720,33,Lips Of An Angel,Hinder,2006,adult-pop
721,34,Put Your Records On,Corinne Bailey Rae,2006,adult-pop
722,35,Call Me When You're Sober,Evanescence,2006,adult-pop
723,36,The Real Thing,Bo Bice,2006,adult-pop
724,37,Hate Me,Blue October,2006,adult-pop
725,38,High,James Blunt,2006,adult-pop
726,39,What's Left Of Me,Nick Lachey,2006,adult-pop
727,40,For You I Will (Confidence),Teddy Geiger,2006,adult-pop
728,1,Makes Me Wonder,Maroon 5,2007,adult-pop
729,2,It's Not Over,Daughtry,2007,adult-pop
730,3,Home,Daughtry,2007,adult-pop
731,4,If Everyone Cared,Nickelback,2007,adult-pop
732,5,How To Save A Life,The Fray,2007,adult-pop
733,6,Chasing Cars,Snow Patrol,2007,adult-pop
734,7,The Sweet Escape,Gwen Stefani Featuring Akon,2007,adult-pop
735,8,First Time,Lifehouse,2007,adult-pop
736,9,Say It Right,Nelly Furtado,2007,adult-pop
737,10,Hey There Delilah,Plain White T's,2007,adult-pop
738,11,Big Girls Don't Cry,Fergie,2007,adult-pop
739,12,Waiting On The World To Change,John Mayer,2007,adult-pop
740,13,U + Ur Hand,P!nk,2007,adult-pop
741,14,Rockstar,Nickelback,2007,adult-pop
742,15,Little Wonders,Rob Thomas,2007,adult-pop
743,16,Before He Cheats,Carrie Underwood,2007,adult-pop
744,17,Who Knew,P!nk,2007,adult-pop
745,18,Lips Of An Angel,Hinder,2007,adult-pop
746,19,How Far We've Come,matchbox twenty,2007,adult-pop
747,20,Suddenly I See,KT Tunstall,2007,adult-pop
748,21,Keep Holding On,Avril Lavigne,2007,adult-pop
749,22,Far Away,Nickelback,2007,adult-pop
750,23,Bubbly,Colbie Caillat,2007,adult-pop
751,24,Nothing Left To Lose,Mat Kearney,2007,adult-pop
752,25,Streetcorner Symphony,Rob Thomas,2007,adult-pop
753,26,It Ends Tonight,The All-American Rejects,2007,adult-pop
754,27,Over You,Daughtry,2007,adult-pop
755,28,Into The Ocean,Blue October,2007,adult-pop
756,29,Better Than Me,Hinder,2007,adult-pop
757,30,(You Want To) Make A Memory,Bon Jovi,2007,adult-pop
758,31,Gravity,John Mayer,2007,adult-pop
759,32,Let Love In,Goo Goo Dolls,2007,adult-pop
760,33,Dreaming With A Broken Heart,John Mayer,2007,adult-pop
761,34,When You're Gone,Avril Lavigne,2007,adult-pop
762,35,Wake Up Call,Maroon 5,2007,adult-pop
763,36,Look After You,The Fray,2007,adult-pop
764,37,Before It's Too Late (Sam And Mikaela's Theme),Goo Goo Dolls,2007,adult-pop
765,38,World,Five For Fighting,2007,adult-pop
766,39,Thnks Fr Th Mmrs,Fall Out Boy,2007,adult-pop
767,40,Never Again,Kelly Clarkson,2007,adult-pop
768,1,Love Song,Sara Bareilles,2008,adult-pop
769,2,Whatever It Takes,Lifehouse,2008,adult-pop
770,3,Feels Like Tonight,Daughtry,2008,adult-pop
771,4,It's Not My Time,3 Doors Down,2008,adult-pop
772,5,Sorry,Buckcherry,2008,adult-pop
773,6,Bleeding Love,Leona Lewis,2008,adult-pop
774,7,Paralyzer,Finger Eleven,2008,adult-pop
775,8,Viva La Vida,Coldplay,2008,adult-pop
776,9,Apologize,Timbaland Featuring OneRepublic,2008,adult-pop
777,10,I'm Yours,Jason Mraz,2008,adult-pop
778,11,Love Remains The Same,Gavin Rossdale,2008,adult-pop
779,12,Stop And Stare,OneRepublic,2008,adult-pop
780,13,Pocketful Of Sunshine,Natasha Bedingfield,2008,adult-pop
781,14,Bubbly,Colbie Caillat,2008,adult-pop
782,15,All Summer Long,Kid Rock,2008,adult-pop
783,16,Won't Go Home Without You,Maroon 5,2008,adult-pop
784,17,Realize,Colbie Caillat,2008,adult-pop
785,18,In Love With A Girl,Gavin DeGraw,2008,adult-pop
786,19,Shadow Of The Day,Linkin Park,2008,adult-pop
787,20,Over You,Daughtry,2008,adult-pop
788,21,What About Now,Daughtry,2008,adult-pop
789,22,Shattered (Turn The Car Around),O.A.R.,2008,adult-pop
790,23,Into The Night,Santana Featuring Chad Kroeger,2008,adult-pop
791,24,Say,John Mayer,2008,adult-pop
792,25,Who Knew,P!nk,2008,adult-pop
793,26,The Time Of My Life,David Cook,2008,adult-pop
794,27,Wake Up Call,Maroon 5,2008,adult-pop
795,28,No One,Alicia Keys,2008,adult-pop
796,29,These Hard Times,matchbox twenty,2008,adult-pop
797,30,Teardrops On My Guitar,Taylor Swift,2008,adult-pop
798,31,Come On Get Higher,Matt Nathanson,2008,adult-pop
799,32,How Far We've Come,matchbox twenty,2008,adult-pop
800,33,Broken,Lifehouse,2008,adult-pop
801,34,If I Never See Your Face Again,Maroon 5 Featuring Rihanna,2008,adult-pop
802,35,So What,P!nk,2008,adult-pop
803,36,Tattoo,Jordin Sparks,2008,adult-pop
804,37,No Air,Jordin Sparks Duet With Chris Brown,2008,adult-pop
805,38,Pictures Of You,The Last Goodnight,2008,adult-pop
806,39,The Way I Am,Ingrid Michaelson,2008,adult-pop
807,40,Shake It,Metro Station,2008,adult-pop
808,1,You Found Me,The Fray,2009,adult-pop
809,2,No Surprise,Daughtry,2009,adult-pop
810,3,Use Somebody,Kings Of Leon,2009,adult-pop
811,4,Please Don't Leave Me,P!nk,2009,adult-pop
812,5,Gotta Be Somebody,Nickelback,2009,adult-pop
813,6,Gives You Hell,The All-American Rejects,2009,adult-pop
814,7,Her Diamonds,Rob Thomas,2009,adult-pop
815,8,Sober,P!nk,2009,adult-pop
816,9,Second Chance,Shinedown,2009,adult-pop
817,10,My Life Would Suck Without You,Kelly Clarkson,2009,adult-pop
818,11,Love Story,Taylor Swift,2009,adult-pop
819,12,Hot N Cold,Katy Perry,2009,adult-pop
820,13,If Today Was Your Last Day,Nickelback,2009,adult-pop
821,14,Fallin' For You,Colbie Caillat,2009,adult-pop
822,15,You Belong With Me,Taylor Swift,2009,adult-pop
823,16,Come Back To Me,David Cook,2009,adult-pop
824,17,I'm Yours,Jason Mraz,2009,adult-pop
825,18,Light On,David Cook,2009,adult-pop
826,19,Shattered (Turn The Car Around),O.A.R.,2009,adult-pop
827,20,Not Meant To Be,Theory Of A Deadman,2009,adult-pop
828,21,Never Say Never,The Fray,2009,adult-pop
829,22,Waking Up In Vegas,Katy Perry,2009,adult-pop
830,23,I Gotta Feeling,The Black Eyed Peas,2009,adult-pop
831,24,So What,P!nk,2009,adult-pop
832,25,What About Now,Daughtry,2009,adult-pop
833,26,"1, 2, 3, 4",Plain White T's,2009,adult-pop
834,27,Just Dance,Lady Gaga Featuring Colby O'Donis,2009,adult-pop
835,28,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,2009,adult-pop
836,29,21 Guns,Green Day,2009,adult-pop
837,30,The Climb,Miley Cyrus,2009,adult-pop
838,31,Closer To Love,Mat Kearney,2009,adult-pop
839,32,Love Remains The Same,Gavin Rossdale,2009,adult-pop
840,33,Smile,Uncle Kracker,2009,adult-pop
841,34,Broken,Lifehouse,2009,adult-pop
842,35,Lucky,Jason Mraz & Colbie Caillat,2009,adult-pop
843,36,Already Gone,Kelly Clarkson,2009,adult-pop
844,37,Show Me What I'm Looking For,Carolina Liar,2009,adult-pop
845,38,Let Me Be Myself,3 Doors Down,2009,adult-pop
846,39,Poker Face,Lady Gaga,2009,adult-pop
847,40,Better In Time,Leona Lewis,2009,adult-pop
848,41,She Is Love,Parachute,2009,adult-pop
849,42,Addicted,Saving Abel,2009,adult-pop
850,43,I Do Not Hook Up,Kelly Clarkson,2009,adult-pop
851,44,The Man Who Can't Be Moved,The Script,2009,adult-pop
852,45,Let It Rock,Kevin Rudolf Featuring Lil Wayne,2009,adult-pop
853,46,We Weren't Born to Follow,Bon Jovi,2009,adult-pop
854,47,Human,The Killers,2009,adult-pop
855,48,Thinking Of You,Katy Perry,2009,adult-pop
856,49,Rock & Roll,Eric Hutchinson,2009,adult-pop
857,50,Chances,Five For Fighting,2009,adult-pop
858,1,"Hey, Soul Sister",Train,2010,adult-pop
859,2,Breakeven,The Script,2010,adult-pop
860,3,Need You Now,Lady Antebellum,2010,adult-pop
861,4,If It's Love,Train,2010,adult-pop
862,5,Life After You,Daughtry,2010,adult-pop
863,6,Halfway Gone,Lifehouse,2010,adult-pop
864,7,California Gurls,Katy Perry,2010,adult-pop
865,8,Misery,Maroon 5,2010,adult-pop
866,9,Live Like We're Dying,Kris Allen,2010,adult-pop
867,10,Whataya Want From Me,Adam Lambert,2010,adult-pop
868,11,King Of Anything,Sara Bareilles,2010,adult-pop
869,12,September,Daughtry,2010,adult-pop
870,13,Haven't Met You Yet,Michael Buble,2010,adult-pop
871,14,Half Of My Heart,John Mayer,2010,adult-pop
872,15,I Never Told You,Colbie Caillat,2010,adult-pop
873,16,Mockingbird,Rob Thomas,2010,adult-pop
874,17,This Afternoon,Nickelback,2010,adult-pop
875,18,Someday,Rob Thomas,2010,adult-pop
876,19,Already Gone,Kelly Clarkson,2010,adult-pop
877,20,Heartbreak Warfare,John Mayer,2010,adult-pop
878,21,Fireflies,Owl City,2010,adult-pop
879,22,Animal,Neon Trees,2010,adult-pop
880,23,All The Right Moves,OneRepublic,2010,adult-pop
881,24,According To You,Orianthi,2010,adult-pop
882,25,Teenage Dream,Katy Perry,2010,adult-pop
883,26,All In,Lifehouse,2010,adult-pop
884,27,Bad Romance,Lady Gaga,2010,adult-pop
885,28,Never Gonna Be Alone,Nickelback,2010,adult-pop
886,29,Glitter In The Air,P!nk,2010,adult-pop
887,30,Cooler Than Me,Mike Posner,2010,adult-pop
888,31,Secrets,OneRepublic,2010,adult-pop
889,32,Home,Goo Goo Dolls,2010,adult-pop
890,33,If You Only Knew,Shinedown,2010,adult-pop
891,34,Use Somebody,Kings Of Leon,2010,adult-pop
892,35,Smile,Uncle Kracker,2010,adult-pop
893,36,I Like It,Enrique Iglesias,2010,adult-pop
894,37,The Only Exception,Paramore,2010,adult-pop
895,38,Mine,Taylor Swift,2010,adult-pop
896,39,I Run To You,Lady Antebellum,2010,adult-pop
897,40,All I Ever Wanted,Kelly Clarkson,2010,adult-pop
898,41,In My Head,Jason Derulo,2010,adult-pop
899,42,TiK ToK,Ke$ha,2010,adult-pop
900,43,Alejandro,Lady Gaga,2010,adult-pop
901,44,Fallin' For You,Colbie Caillat,2010,adult-pop
902,45,Just The Way You Are,Bruno Mars,2010,adult-pop
903,46,Dynamite,Taio Cruz,2010,adult-pop
904,47,Telephone,Lady Gaga Featuring Beyonce,2010,adult-pop
905,48,Rhythm of Love,Plain White T's,2010,adult-pop
906,49,Uprising,Muse,2010,adult-pop
907,50,Superman Tonight,Bon Jovi,2010,adult-pop
908,1,Rolling In The Deep,Adele,2011,adult-pop
909,2,Good Life,OneRepublic,2011,adult-pop
910,3,F**kin' Perfect,P!nk,2011,adult-pop
911,4,For The First Time,The Script,2011,adult-pop
912,5,Raise Your Glass,P!nk,2011,adult-pop
913,6,Firework,Katy Perry,2011,adult-pop
914,8,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,2011,adult-pop
915,9,Just The Way You Are,Bruno Mars,2011,adult-pop
916,10,Tonight Tonight,Hot Chelle Rae,2011,adult-pop
917,11,Last Friday Night (T.G.I.F.),Katy Perry,2011,adult-pop
918,12,Grenade,Bruno Mars,2011,adult-pop
919,13,Never Gonna Leave This Bed,Maroon 5,2011,adult-pop
920,14,Keep Your Head Up,Andy Grammer,2011,adult-pop
921,15,The Edge Of Glory,Lady Gaga,2011,adult-pop
922,16,Secrets,OneRepublic,2011,adult-pop
923,17,Someone Like You,Adele,2011,adult-pop
924,18,Marry Me,Train,2011,adult-pop
925,19,The Lazy Song,Bruno Mars,2011,adult-pop
926,20,Jar Of Hearts,Christina Perri,2011,adult-pop
927,21,E.T.,Katy Perry,2011,adult-pop
928,22,If I Die Young,The Band Perry,2011,adult-pop
929,23,Pumped Up Kicks,Foster The People,2011,adult-pop
930,24,Animal,Neon Trees,2011,adult-pop
931,25,Nothing,The Script,2011,adult-pop
932,26,"Save Me, San Francisco",Train,2011,adult-pop
933,27,Rhythm of Love,Plain White T's,2011,adult-pop
934,28,Every Teardrop Is A Waterfall,Coldplay,2011,adult-pop
935,29,Born This Way,Lady Gaga,2011,adult-pop
